,Year,Month,Manufacturer,Model,Quantity
1157,2011,10,Mitsubishi ,Mitsubishi ASX,133
1158,2011,10,Toyota ,Toyota Yaris,94
1159,2011,10,Toyota ,Toyota Prius,75
1160,2011,10,Nissan ,Nissan Leaf,13
1161,2011,11,Volkswagen ,Volkswagen Golf,619
1162,2011,11,Ford ,Ford Focus,492
1163,2011,11,Volvo ,Volvo V70,466
1164,2011,11,Volkswagen ,Volkswagen Passat,396
1165,2011,11,Mitsubishi ,Mitsubishi ASX,382
1166,2011,11,Volkswagen ,Volkswagen Tiguan,332
1167,2011,11,Volvo ,Volvo V60,331
1168,2011,11,Toyota ,Toyota Auris,301
1169,2011,11,Ford ,Ford Mondeo,277
1170,2011,11,Nissan ,Nissan Qashqai,271
1171,2011,11,Toyota ,Toyota Avensis,268
1172,2011,11,Skoda ,Skoda Octavia,257
1173,2011,11,Volkswagen ,Volkswagen Polo,236
1174,2011,11,Volvo ,Volvo XC60,208
1175,2011,11,Peugeot ,Peugeot 508,196
1176,2011,11,Toyota ,Toyota Yaris,195
1177,2011,11,Audi ,Audi A4,178
1178,2011,11,Peugeot ,Peugeot 3008,116
1179,2011,11,Opel ,Opel Astra,114
1180,2011,11,Volvo ,Volvo V50,94
1181,2011,12,Volkswagen ,Volkswagen Golf,607
1182,2011,12,Ford ,Ford Focus,537
1183,2011,12,Volvo ,Volvo V70,503
1184,2011,12,Volkswagen ,Volkswagen Tiguan,479
1185,2011,12,Volkswagen ,Volkswagen Passat,415
1186,2011,12,Mitsubishi ,Mitsubishi ASX,415
1187,2011,12,Volvo ,Volvo V60,360
1188,2011,12,Skoda ,Skoda Octavia,321
1189,2011,12,Ford ,Ford Mondeo,309
1190,2011,12,Volkswagen ,Volkswagen Polo,230
1191,2011,12,Toyota ,Toyota Avensis,225
1192,2011,12,Nissan ,Nissan Qashqai,206
1193,2011,12,Volvo ,Volvo XC60,194
1194,2011,12,Toyota ,Toyota Yaris,188
1195,2011,12,Audi ,Audi A4,185
1196,2011,12,Peugeot ,Peugeot 508,141
1197,2011,12,Toyota ,Toyota Auris,129
1198,2011,12,Volvo ,Volvo V50,118
1199,2011,12,Peugeot ,Peugeot 3008,90
1200,2011,12,Opel ,Opel Astra,81
1201,2012,1,Volkswagen ,Volkswagen Golf,482
1202,2012,1,Toyota ,Toyota Yaris,381
1203,2012,1,Volkswagen ,Volkswagen Tiguan,336
1204,2012,1,Nissan ,Nissan Qashqai,331
1205,2012,1,Volvo ,Volvo V70,313
1206,2012,1,Volkswagen ,Volkswagen Passat,290
1207,2012,1,Ford ,Ford Focus,251
1208,2012,1,Mitsubishi ,Mitsubishi ASX,238
1209,2012,1,BMW ,BMW X3,237
1210,2012,1,Volvo ,Volvo V60,225
1211,2012,1,Volvo ,Volvo XC60,223
1212,2012,1,Toyota ,Toyota Avensis,221
1213,2012,1,Nissan ,Nissan Leaf,210
1214,2012,1,Peugeot ,Peugeot 508,186
1215,2012,1,Toyota ,Toyota Auris,184
1216,2012,1,Ford ,Ford Mondeo,182
1217,2012,1,Toyota ,Toyota Rav4,179
1218,2012,1,Volkswagen ,Volkswagen Polo,179
1219,2012,1,Audi ,Audi Q3,159
1220,2012,1,Suzuki ,Suzuki Swift,158
1221,2012,2,Toyota ,Toyota Avensis,423
1222,2012,2,Volkswagen ,Volkswagen Golf,377
1223,2012,2,Volkswagen ,Volkswagen Tiguan,314
1224,2012,2,Toyota ,Toyota Yaris,309
1225,2012,2,Ford ,Ford Focus,276
1226,2012,2,Volvo ,Volvo V70,270
1227,2012,2,Volkswagen ,Volkswagen Passat,263
1228,2012,2,Nissan ,Nissan Qashqai,225
1229,2012,2,Toyota ,Toyota Auris,219
1230,2012,2,Skoda ,Skoda Octavia,219
1231,2012,2,Nissan ,Nissan Leaf,214
1232,2012,2,Ford ,Ford Mondeo,208
1233,2012,2,Volkswagen ,Volkswagen Polo,198
1234,2012,2,Volvo ,Volvo V60,186
1235,2012,2,Toyota ,Toyota Rav4,173
1236,2012,2,Mitsubishi ,Mitsubishi ASX,171
1237,2012,2,Peugeot ,Peugeot 508,169
1238,2012,2,Kia ,Kia Sportage,154
1239,2012,2,BMW ,BMW X3,132
1240,2012,2,Volvo ,Volvo XC60,132
1241,2012,3,Volkswagen ,Volkswagen Golf,599
1242,2012,3,Ford ,Ford Focus,509
1243,2012,3,Toyota ,Toyota Avensis,500
1244,2012,3,Volvo ,Volvo V70,439
1245,2012,3,Volkswagen ,Volkswagen Tiguan,377
1246,2012,3,Toyota ,Toyota Yaris,368
1247,2012,3,Volkswagen ,Volkswagen Passat,332
1248,2012,3,Nissan ,Nissan Qashqai,293
1249,2012,3,Ford ,Ford Mondeo,264
1250,2012,3,Toyota ,Toyota Auris,263
1251,2012,3,Volvo ,Volvo V50,232
1252,2012,3,Toyota ,Toyota Rav4,228
1253,2012,3,Skoda ,Skoda Octavia,210
1254,2012,3,Volvo ,Volvo V60,199
1255,2012,3,Mitsubishi ,Mitsubishi ASX,186
1256,2012,3,BMW ,BMW X3,186
1257,2012,3,Nissan ,Nissan Leaf,179
1258,2012,3,Volvo ,Volvo XC60,173
1259,2012,3,Volkswagen ,Volkswagen Polo,136
1260,2012,3,Peugeot ,Peugeot 508,133
1261,2012,4,Volkswagen ,Volkswagen Golf,685
1262,2012,4,Volkswagen ,Volkswagen Tiguan,414
1263,2012,4,Volkswagen ,Volkswagen Passat,397
1264,2012,4,Toyota ,Toyota Avensis,316
1265,2012,4,Volvo ,Volvo V70,301
1266,2012,4,Skoda ,Skoda Octavia,297
1267,2012,4,Toyota ,Toyota Yaris,289
1268,2012,4,Ford ,Ford Focus,269
1269,2012,4,Volkswagen ,Volkswagen Polo,257
1270,2012,4,Volvo ,Volvo V50,228
1271,2012,4,Toyota ,Toyota Auris,208
1272,2012,4,Mitsubishi ,Mitsubishi ASX,200
1273,2012,4,BMW ,BMW X3,199
1274,2012,4,Nissan ,Nissan Qashqai,197
1275,2012,4,Volvo ,Volvo V60,183
1276,2012,4,Volvo ,Volvo XC60,169
1277,2012,4,Toyota ,Toyota Rav4,157
1278,2012,4,Ford ,Ford Mondeo,155
1279,2012,4,Peugeot ,Peugeot 508,128
1280,2012,4,Nissan ,Nissan Leaf,113
1281,2012,5,Volkswagen ,Volkswagen Golf,555
1282,2012,5,Ford ,Ford Focus,467
1283,2012,5,Volkswagen ,Volkswagen Passat,417
1284,2012,5,Toyota ,Toyota Avensis,376
1285,2012,5,Volvo ,Volvo V70,332
1286,2012,5,Volvo ,Volvo V50,329
1287,2012,5,Volkswagen ,Volkswagen Tiguan,313
1288,2012,5,Toyota ,Toyota Auris,299
1289,2012,5,Nissan ,Nissan Qashqai,260
1290,2012,5,Volvo ,Volvo V60,258
1291,2012,5,Toyota ,Toyota Yaris,256
1292,2012,5,Mitsubishi ,Mitsubishi ASX,240
1293,2012,5,BMW ,BMW X3,223
1294,2012,5,Skoda ,Skoda Octavia,220
1295,2012,5,Peugeot ,Peugeot 508,198
1296,2012,5,Nissan ,Nissan Leaf,179
1297,2012,5,Ford ,Ford Mondeo,178
1298,2012,5,Toyota ,Toyota Rav4,149
1299,2012,5,Volkswagen ,Volkswagen Polo,119
1300,2012,5,Volvo ,Volvo XC60,117
1301,2012,6,Ford ,Ford Focus,516
1302,2012,6,Volkswagen ,Volkswagen Golf,377
1303,2012,6,Volkswagen ,Volkswagen Passat,349
1304,2012,6,Toyota ,Toyota Avensis,333
1305,2012,6,Volkswagen ,Volkswagen Tiguan,311
1306,2012,6,Volvo ,Volvo V70,305
1307,2012,6,Skoda ,Skoda Octavia,274
1308,2012,6,Nissan ,Nissan Qashqai,227
1309,2012,6,Ford ,Ford Mondeo,226
1310,2012,6,Volvo ,Volvo V60,224
1311,2012,6,BMW ,BMW X3,224
1312,2012,6,Toyota ,Toyota Yaris,213
1313,2012,6,Toyota ,Toyota Auris,208
1314,2012,6,Mazda ,Mazda CX-5,204
1315,2012,6,Subaru ,Subaru XV,182
1316,2012,6,Mitsubishi ,Mitsubishi ASX,176
1317,2012,6,Kia ,Kia Sportage,164
1318,2012,6,Volvo ,Volvo XC60,157
1319,2012,6,Peugeot ,Peugeot 508,156
1320,2012,6,Toyota ,Toyota Prius,144
1321,2012,6,Audi ,Audi A4,143
1322,2012,6,Ford ,Ford S-Max,140
1323,2012,6,Volvo ,Volvo V50,138
1324,2012,6,Nissan ,Nissan Leaf,138
1325,2012,6,BMW ,BMW 1-serie,133
1326,2012,6,Peugeot ,Peugeot 208,133
1327,2012,6,Hyundai ,Hyundai i30,132
1328,2012,6,Skoda ,Skoda Superb,127
1329,2012,6,Toyota ,Toyota RAV4,125
1330,2012,6,Hyundai ,Hyundai ix35,125
1331,2012,6,Volkswagen ,Volkswagen Polo,110
1332,2012,7,Volkswagen ,Volkswagen Golf,612
1333,2012,7,Volkswagen ,Volkswagen Passat,420
1334,2012,7,Toyota ,Toyota Avensis,378
1335,2012,7,Ford ,Ford Focus,369
1336,2012,7,Skoda ,Skoda Octavia,356
1337,2012,7,Volkswagen ,Volkswagen Tiguan,352
1338,2012,7,Volvo ,Volvo V70,340
1339,2012,7,Nissan ,Nissan Qashqai,275
1340,2012,7,Subaru ,Subaru XV,263
1341,2012,7,Toyota ,Toyota Auris,245
1342,2012,7,Volvo ,Volvo V60,244
1343,2012,7,Ford ,Ford Mondeo,218
1344,2012,7,Toyota ,Toyota Yaris,212
1345,2012,7,Volkswagen ,Volkswagen Polo,198
1346,2012,7,Mitsubishi ,Mitsubishi ASX,182
1347,2012,7,Nissan ,Nissan Leaf,174
1348,2012,7,Volvo ,Volvo XC60,173
1349,2012,7,BMW ,BMW X3,165
1350,2012,7,Toyota ,Toyota Rav4,124
1351,2012,7,Volvo ,Volvo V50,103
1352,2012,8,Volkswagen ,Volkswagen Golf,566
1353,2012,8,Toyota ,Toyota Yaris,453
1354,2012,8,Volkswagen ,Volkswagen Passat,340
1355,2012,8,Ford ,Ford Focus,337
1356,2012,8,Toyota ,Toyota Avensis,280
1357,2012,8,Subaru ,Subaru XV,272
1358,2012,8,Volkswagen ,Volkswagen Polo,236
1359,2012,8,Nissan ,Nissan Qashqai,232
1360,2012,8,Ford ,Ford Mondeo,231
1361,2012,8,Volkswagen ,Volkswagen Tiguan,227
1362,2012,8,Skoda ,Skoda Octavia,217
1363,2012,8,Nissan ,Nissan Leaf,213
1364,2012,8,Volvo ,Volvo V60,199
1365,2012,8,Mitsubishi ,Mitsubishi ASX,185
1366,2012,8,Audi ,Audi A4,185
1367,2012,8,Kia ,Kia Sportage,174
1368,2012,8,Volvo ,Volvo V70,173
1369,2012,8,Toyota ,Toyota Auris,171
1370,2012,8,BMW ,BMW X3,139
1371,2012,8,Volvo ,Volvo V50,46
1372,2012,9,Volkswagen ,Volkswagen Golf,461
1373,2012,9,Ford ,Ford Focus,338
1374,2012,9,Toyota ,Toyota Prius,324
1375,2012,9,Volkswagen ,Volkswagen Passat,321
1376,2012,9,Volvo ,Volvo V70,320
1377,2012,9,Subaru ,Subaru XV,319
1378,2012,9,Volvo ,Volvo V60,303
1379,2012,9,Toyota ,Toyota Avensis,288
1380,2012,9,Toyota ,Toyota Yaris,274
1381,2012,9,Ford ,Ford Mondeo,263
1382,2012,9,Nissan ,Nissan Leaf,257
1383,2012,9,Volkswagen ,Volkswagen Tiguan,245
1384,2012,9,Nissan ,Nissan Qashqai,224
1385,2012,9,Skoda ,Skoda Octavia,179
1386,2012,9,BMW ,BMW X3,176
1387,2012,9,Toyota ,Toyota Auris,173
1388,2012,9,Mitsubishi ,Mitsubishi ASX,159
1389,2012,9,Audi ,Audi A4,119
1390,2012,9,Kia ,Kia Sportage,118
1391,2012,9,Volkswagen ,Volkswagen Polo,101
1392,2012,10,Volkswagen ,Volkswagen Golf,483
1393,2012,10,Toyota ,Toyota Yaris,460
1394,2012,10,Volkswagen ,Volkswagen Passat,391
1395,2012,10,Toyota ,Toyota Prius,351
1396,2012,10,Volkswagen ,Volkswagen Tiguan,341
1397,2012,10,Ford ,Ford Focus,319
1398,2012,10,Volvo ,Volvo V60,295
1399,2012,10,Toyota ,Toyota Avensis,286
1400,2012,10,Nissan ,Nissan Leaf,277
1401,2012,10,Volvo ,Volvo V70,276
1402,2012,10,Ford ,Ford Mondeo,262
1403,2012,10,Skoda ,Skoda Octavia,255
1404,2012,10,Nissan ,Nissan Qashqai,239
1405,2012,10,Toyota ,Toyota Auris,224
1406,2012,10,Subaru ,Subaru XV,212
1407,2012,10,Volvo ,Volvo XC60,177
1408,2012,10,BMW ,BMW X3,170
1409,2012,10,Volkswagen ,Volkswagen Polo,169
1410,2012,10,Audi ,Audi A4,160
1411,2012,10,Mitsubishi ,Mitsubishi ASX,133
1412,2012,11,Volkswagen ,Volkswagen Golf,664
1413,2012,11,Volkswagen ,Volkswagen Passat,376
1414,2012,11,Volkswagen ,Volkswagen Tiguan,371
1415,2012,11,Toyota ,Toyota Yaris,366
1416,2012,11,Volvo ,Volvo V70,337
1417,2012,11,Ford ,Ford Focus,301
1418,2012,11,Toyota ,Toyota Prius,279
1419,2012,11,Volvo ,Volvo V60,278
1420,2012,11,Nissan ,Nissan Qashqai,272
1421,2012,11,Volvo ,Volvo V40,230
1422,2012,11,Mitsubishi ,Mitsubishi Outlander,224
1423,2012,11,Kia ,Kia Sportage,223
1424,2012,11,Audi ,Audi A4,216
1425,2012,11,Volkswagen ,Volkswagen up!,208
1426,2012,11,Volkswagen ,Volkswagen Polo,207
1427,2012,11,Volvo ,Volvo XC60,207
1428,2012,11,Nissan ,Nissan Leaf,206
1429,2012,11,Toyota ,Toyota Auris,199
1430,2012,11,Peugeot ,Peugeot 208,195
1431,2012,11,Skoda ,Skoda Octavia,190
1432,2012,11,Toyota ,Toyota Avensis,187
1433,2012,11,Subaru ,Subaru XV,168
1434,2012,11,BMW ,BMW 3-serie,158
1435,2012,11,Mercedes-Benz ,Mercedes-Benz B-klasse,149
1436,2012,11,Kia ,Kia cee'd,146
1437,2012,11,BMW ,BMW X3,140
1438,2012,11,Honda ,Honda CR-V,138
1439,2012,11,Mazda ,Mazda CX-5,137
1440,2012,11,Ford ,Ford Mondeo,133
1441,2012,11,Citroen ,Citroen C4 Aircross,129
1442,2012,11,Mitsubishi ,Mitsubishi ASX,88
1443,2012,12,Volvo ,Volvo V70,454
1444,2012,12,Volkswagen ,Volkswagen Golf,452
1445,2012,12,Ford ,Ford Focus,309
1446,2012,12,Volvo ,Volvo XC60,287
1447,2012,12,Volkswagen ,Volkswagen Tiguan,278
1448,2012,12,Volvo ,Volvo V60,266
1449,2012,12,Volkswagen ,Volkswagen Passat,252
1450,2012,12,Skoda ,Skoda Octavia,252
1451,2012,12,Mazda ,Mazda CX-5,226
1452,2012,12,Volvo ,Volvo V40,220
1453,2012,12,Mitsubishi ,Mitsubishi Outlander,192
1454,2012,12,Toyota ,Toyota Prius,188
1455,2012,12,Toyota ,Toyota Auris,162
1456,2012,12,Mercedes-Benz ,Mercedes-Benz B-klasse,159
1457,2012,12,Mercedes-Benz ,Mercedes-Benz C-klasse,146
1458,2012,12,Audi ,Audi A4,140
1459,2012,12,Toyota ,Toyota Avensis,138
1460,2012,12,Nissan ,Nissan Leaf,138
1461,2012,12,Toyota ,Toyota Yaris,134
1462,2012,12,Skoda ,Skoda Superb,131
1463,2012,12,Mercedes-Benz ,Mercedes-Benz A-klasse,131
1464,2012,12,Ford ,Ford Mondeo,125
1465,2012,12,Honda ,Honda CR-V,125
1466,2012,12,Nissan ,Nissan Qashqai,122
1467,2012,12,Hyundai ,Hyundai ix35,116
1468,2012,12,Ford ,Ford Kuga,114
1469,2012,12,Kia ,Kia Sportage,113
1470,2012,12,BMW ,BMW X3,111
1471,2012,12,BMW ,BMW 3-serie,110
1472,2012,12,Volkswagen ,Volkswagen Polo,102
1473,2012,12,Subaru ,Subaru XV,80
1474,2012,12,Mitsubishi ,Mitsubishi ASX,70
1475,2013,1,Volkswagen ,Volkswagen Golf,733
1476,2013,1,Mazda ,Mazda CX-5,490
1477,2013,1,Toyota ,Toyota Yaris,403
1478,2013,1,Mitsubishi ,Mitsubishi Outlander,392
1479,2013,1,Ford ,Ford Focus,317
1480,2013,1,Nissan ,Nissan Qashqai,277
1481,2013,1,Volkswagen ,Volkswagen Tiguan,274
1482,2013,1,Volvo ,Volvo V70,269
1483,2013,1,Nissan ,Nissan Leaf,265
1484,2013,1,Toyota ,Toyota Prius,248
1485,2013,1,Volkswagen ,Volkswagen Passat,245
1486,2013,1,Volvo ,Volvo V40,243
1487,2013,1,Volvo ,Volvo V60,211
1488,2013,1,Honda ,Honda CR-V,204
1489,2013,1,Toyota ,Toyota Avensis,203
1490,2013,1,BMW ,BMW X3,195
1491,2013,1,Peugeot ,Peugeot 208,194
1492,2013,1,BMW ,BMW 3-serie,192
1493,2013,1,Peugeot ,Peugeot 508,180
1494,2013,1,Audi ,Audi A4,179
1495,2013,2,Volkswagen ,Volkswagen Golf,678
1496,2013,2,Mazda ,Mazda CX-5,497
1497,2013,2,Toyota ,Toyota Auris,410
1498,2013,2,Toyota ,Toyota Yaris,390
1499,2013,2,Nissan ,Nissan Leaf,287
1500,2013,2,Mercedes-Benz ,Mercedes-Benz A-klasse,281
1501,2013,2,Volkswagen ,Volkswagen Passat,274
1502,2013,2,Mitsubishi ,Mitsubishi Outlander,267
1503,2013,2,Volvo ,Volvo V40,260
1504,2013,2,Ford ,Ford Focus,253
1505,2013,2,Volkswagen ,Volkswagen Tiguan,233
1506,2013,2,Honda ,Honda CR-V,227
1507,2013,2,Volvo ,Volvo V70,200
1508,2013,2,Toyota ,Toyota Prius,197
1509,2013,2,Toyota ,Toyota Avensis,196
1510,2013,2,Nissan ,Nissan Qashqai,195
1511,2013,2,Peugeot ,Peugeot 208,187
1512,2013,2,Volvo ,Volvo V60,186
1513,2013,2,Kia ,Kia Sportage,175
1514,2013,2,Audi ,Audi A4,169
1515,2013,3,Volkswagen ,Volkswagen Golf,555
1516,2013,3,Mazda ,Mazda CX-5,489
1517,2013,3,Toyota ,Toyota Auris,400
1518,2013,3,Nissan ,Nissan Leaf,297
1519,2013,3,Volvo ,Volvo V40,270
1520,2013,3,Ford ,Ford Focus,264
1521,2013,3,Nissan ,Nissan Qashqai,259
1522,2013,3,Volkswagen ,Volkswagen Passat,258
1523,2013,3,Skoda ,Skoda Octavia,243
1524,2013,3,Toyota ,Toyota Yaris,240
1525,2013,3,Volkswagen ,Volkswagen Tiguan,238
1526,2013,3,Mitsubishi ,Mitsubishi Outlander,234
1527,2013,3,Toyota ,Toyota Avensis,224
1528,2013,3,Mercedes-Benz ,Mercedes-Benz A-klasse,221
1529,2013,3,Volvo ,Volvo V70,219
1530,2013,3,Honda ,Honda CR-V,214
1531,2013,3,Volvo ,Volvo V60,190
1532,2013,3,Toyota ,Toyota Prius,154
1533,2013,3,Peugeot ,Peugeot 208,148
1534,2013,3,Audi ,Audi A4,139
1535,2013,4,Volkswagen ,Volkswagen Golf,903
1536,2013,4,Nissan ,Nissan Leaf,455
1537,2013,4,Toyota ,Toyota Auris,431
1538,2013,4,Toyota ,Toyota Rav4,410
1539,2013,4,Mitsubishi ,Mitsubishi Outlander,387
1540,2013,4,Volvo ,Volvo V40,369
1541,2013,4,Ford ,Ford Focus,325
1542,2013,4,Volkswagen ,Volkswagen Passat,324
1543,2013,4,Volkswagen ,Volkswagen Tiguan,316
1544,2013,4,Toyota ,Toyota Yaris,297
1545,2013,4,Nissan ,Nissan Qashqai,266
1546,2013,4,Volvo ,Volvo V70,264
1547,2013,4,Mercedes-Benz ,Mercedes-Benz A-klasse,260
1548,2013,4,Skoda ,Skoda Octavia,252
1549,2013,4,Audi ,Audi A4,247
1550,2013,4,Mazda ,Mazda CX-5,243
1551,2013,4,Volvo ,Volvo V60,243
1552,2013,4,Toyota ,Toyota Avensis,208
1553,2013,4,Honda ,Honda CR-V,205
1554,2013,4,Toyota ,Toyota Prius,151
1555,2013,5,Volkswagen ,Volkswagen Golf,512
1556,2013,5,Volvo ,Volvo V40,400
1557,2013,5,Toyota ,Toyota Auris,397
1558,2013,5,Mitsubishi ,Mitsubishi Outlander,396
1559,2013,5,Toyota ,Toyota Yaris,366
1560,2013,5,Toyota ,Toyota Rav4,356
1561,2013,5,Ford ,Ford Focus,335
1562,2013,5,Nissan ,Nissan Leaf,330
1563,2013,5,Toyota ,Toyota Avensis,276
1564,2013,5,Nissan ,Nissan Qashqai,261
1565,2013,5,Volkswagen ,Volkswagen Passat,256
1566,2013,5,Opel ,Opel Mokka,238
1567,2013,5,Volvo ,Volvo V70,217
1568,2013,5,Volkswagen ,Volkswagen Tiguan,211
1569,2013,5,Audi ,Audi A3,211
1570,2013,5,Audi ,Audi A4,197
1571,2013,5,Peugeot ,Peugeot 208,194
1572,2013,5,Skoda ,Skoda Octavia,187
1573,2013,5,Mercedes-Benz ,Mercedes-Benz A-klasse,184
1574,2013,5, Mercedes-Benz , Mercedes-Benz A-klasse,184
1575,2013,5,BMW ,BMW 3-serie,173
1576,2013,5,Ford ,Ford Kuga,171
1577,2013,5,Mazda ,Mazda CX-5,167
1578,2013,5,Honda ,Honda CR-V,164
1579,2013,5,Volvo ,Volvo XC60,159
1580,2013,5,Ford ,Ford Fiesta,151
1581,2013,5,Ford ,Ford Mondeo,148
1582,2013,5,Volvo ,Volvo V60,144
1583,2013,5,BMW ,BMW 1-serie,140
1584,2013,5,Peugeot ,Peugeot 508,137
1585,2013,5,BMW ,BMW X3,136
1586,2013,6,Volkswagen ,Volkswagen Golf,550
1587,2013,6,Toyota ,Toyota Rav4,448
1588,2013,6,Toyota ,Toyota Yaris,350
1589,2013,6,Nissan ,Nissan Leaf,340
1590,2013,6,Mazda ,Mazda CX-5,336
1591,2013,6,Ford ,Ford Focus,295
1592,2013,6,Volkswagen ,Volkswagen Passat,281
1593,2013,6,Toyota ,Toyota Auris,269
1594,2013,6,Mitsubishi ,Mitsubishi Outlander,260
1595,2013,6,Volvo ,Volvo V40,251
1596,2013,6,Nissan ,Nissan Qashqai,230
1597,2013,6,Volvo ,Volvo V70,218
1598,2013,6,Volkswagen ,Volkswagen Tiguan,216
1599,2013,6,Skoda ,Skoda Octavia,184
1600,2013,6,Toyota ,Toyota Avensis,165
1601,2013,6,Audi ,Audi A4,159
1602,2013,6,Honda ,Honda CR-V,132
1603,2013,6,Opel ,Opel Mokka,110
1604,2013,6,Volvo ,Volvo V60,103
1605,2013,6,Mercedes-Benz ,Mercedes-Benz A-klasse,81
1606,2013,7,Volkswagen ,Volkswagen Golf,587
1607,2013,7,Mazda ,Mazda CX-5,502
1608,2013,7,Toyota ,Toyota Yaris,441
1609,2013,7,Toyota ,Toyota Rav4,423
1610,2013,7,Volvo ,Volvo V40,329
1611,2013,7,Nissan ,Nissan Qashqai,289
1612,2013,7,Nissan ,Nissan Leaf,268
1613,2013,7,Toyota ,Toyota Auris,257
1614,2013,7,Skoda ,Skoda Octavia,236
1615,2013,7,Volvo ,Volvo V70,233
1616,2013,7,Ford ,Ford Focus,232
1617,2013,7,Mitsubishi ,Mitsubishi Outlander,228
1618,2013,7,Volkswagen ,Volkswagen Tiguan,228
1619,2013,7,Volkswagen ,Volkswagen Passat,222
1620,2013,7,Toyota ,Toyota Avensis,222
1621,2013,7,Audi ,Audi A3,222
1622,2013,7,Audi ,Audi A4,185
1623,2013,7,Volkswagen ,Volkswagen Polo,178
1624,2013,7,Volvo ,Volvo V60,164
1625,2013,7,Ford ,Ford Mondeo,161
1626,2013,7,Ford ,Ford Kuga,158
1627,2013,7,Volvo ,Volvo XC60,155
1628,2013,7,BMW ,BMW 3-serie,143
1629,2013,7,Toyota ,Toyota Prius,142
1630,2013,7,Volkswagen ,Volkswagen up!,142
1631,2013,7,Kia ,Kia Sportage,136
1632,2013,7,Hyundai ,Hyundai i20,133
1633,2013,7,BMW ,BMW 1-serie,121
1634,2013,7,Mercedes-Benz ,Mercedes-Benz A-klasse,112
1635,2013,7,Skoda ,Skoda Superb,112
1636,2013,7,Honda ,Honda CR-V,76
1637,2013,8,Volkswagen ,Volkswagen Golf,514
1638,2013,8,Mazda ,Mazda CX-5,506
1639,2013,8,Toyota ,Toyota Auris,459
1640,2013,8,Nissan ,Nissan Leaf,448
1641,2013,8,Toyota ,Toyota Yaris,426
1642,2013,8,Toyota ,Toyota Rav4,368
1643,2013,8,Skoda ,Skoda Octavia,324
1644,2013,8,Volkswagen ,Volkswagen Tiguan,272
1645,2013,8,Ford ,Ford Focus,258
1646,2013,8,Volkswagen ,Volkswagen Passat,226
1647,2013,8,Volvo ,Volvo V40,217
1648,2013,8,Audi ,Audi A3,213
1649,2013,8,Nissan ,Nissan Qashqai,200
1650,2013,8,Mitsubishi ,Mitsubishi Outlander,188
1651,2013,8,Toyota ,Toyota Avensis,157
1652,2013,8,Mercedes-Benz ,Mercedes-Benz A-klasse,148
1653,2013,8,Volvo ,Volvo V70,141
1654,2013,8,Audi ,Audi A4,135
1655,2013,8,Honda ,Honda CR-V,121
1656,2013,8,Volvo ,Volvo V60,109
1657,2013,9,Tesla ,Tesla Model S,616
1658,2013,9,Volkswagen ,Volkswagen Golf,561
1659,2013,9,Toyota ,Toyota Auris,511
1660,2013,9,Skoda ,Skoda Octavia,444
1661,2013,9,Mazda ,Mazda CX-5,421
1662,2013,9,Volvo ,Volvo V40,373
1663,2013,9,Nissan ,Nissan Leaf,349
1664,2013,9,Toyota ,Toyota Rav4,312
1665,2013,9,Toyota ,Toyota Yaris,297
1666,2013,9,Volkswagen ,Volkswagen Tiguan,294
1667,2013,9,Volvo ,Volvo V70,272
1668,2013,9,Ford ,Ford Focus,251
1669,2013,9,Volkswagen ,Volkswagen Passat,250
1670,2013,9,Volvo ,Volvo XC60,214
1671,2013,9,BMW ,BMW 3-serie,213
1672,2013,9,Volvo ,Volvo V60,200
1673,2013,9,Audi ,Audi A3,196
1674,2013,9,Kia ,Kia Sportage,196
1675,2013,9,Toyota ,Toyota Avensis,188
1676,2013,9,Nissan ,Nissan Qashqai,183
1677,2013,9,Mitsubishi ,Mitsubishi Outlander,165
1678,2013,9,Audi ,Audi A4,148
1679,2013,9,Peugeot ,Peugeot 208,143
1680,2013,9,Volkswagen ,Volkswagen Polo,139
1681,2013,9,BMW ,BMW X3,138
1682,2013,9,Ford ,Ford Mondeo,133
1683,2013,9,Suzuki ,Suzuki SX4,132
1684,2013,9,BMW ,BMW 1-serie,131
1685,2013,9,Toyota ,Toyota Prius,118
1686,2013,9,Hyundai ,Hyundai i20,112
1687,2013,9,Mercedes-Benz ,Mercedes-Benz A-klasse,107
1688,2013,10,Nissan ,Nissan Leaf,716
1689,2013,10,Toyota ,Toyota Auris,679
1690,2013,10,Volkswagen ,Volkswagen Golf,646
1691,2013,10,Skoda ,Skoda Octavia,540
1692,2013,10,Toyota ,Toyota Yaris,446
1693,2013,10,Volvo ,Volvo V40,319
1694,2013,10,Toyota ,Toyota Rav4,300
1695,2013,10,Mazda ,Mazda CX-5,299
1696,2013,10,Volvo ,Volvo V70,291
1697,2013,10,Ford ,Ford Focus,257
1698,2013,10,Nissan ,Nissan Qashqai,240
1699,2013,10,Volkswagen ,Volkswagen Passat,239
1700,2013,10,Volkswagen ,Volkswagen Tiguan,223
1701,2013,10,Volvo ,Volvo V60,221
1702,2013,10,Audi ,Audi A3,202
1703,2013,10,Mitsubishi ,Mitsubishi Outlander,177
1704,2013,10,Toyota ,Toyota Avensis,176
1705,2013,10,Audi ,Audi A4,170
1706,2013,10,Mercedes-Benz ,Mercedes-Benz A-klasse,121
1707,2013,10,BMW ,BMW 3-serie,114
1708,2013,11,Volkswagen ,Volkswagen Golf,666
1709,2013,11,Toyota ,Toyota Auris,525
